domain,label,asn,cop,subnet
104.21.19.251,0.5,13335.0,CLOUDFLARENET,104.21.19
172.67.190.181,0.5,13335.0,CLOUDFLARENET,172.67.190
147.92.184.81,0.5,38631.0,LINE Corporation,147.92.184
104.16.202.35,0.5,13335.0,CLOUDFLARENET,104.16.202
104.16.199.35,0.5,13335.0,CLOUDFLARENET,104.16.199
104.16.200.35,0.5,13335.0,CLOUDFLARENET,104.16.200
104.16.201.35,0.5,13335.0,CLOUDFLARENET,104.16.201
104.16.203.35,0.5,13335.0,CLOUDFLARENET,104.16.203
18.164.154.11,0.5,16509.0,AMAZON-02,18.164.154
18.164.154.85,0.5,16509.0,AMAZON-02,18.164.154
18.164.154.89,0.5,16509.0,AMAZON-02,18.164.154
18.164.154.113,0.5,16509.0,AMAZON-02,18.164.154
172.67.192.164,0.5,13335.0,CLOUDFLARENET,172.67.192
104.21.11.209,0.5,13335.0,CLOUDFLARENET,104.21.11
106.120.82.180,0.5,4847.0,China Networks Inter-Exchange,106.120.82
207.60.228.138,0.5,139646.0,"HONG KONG Megalayer Technology Co.,Limited",207.60.228
195.140.126.29,0.5,9099.0,Finanz Informatik GmbH & Co. KG,195.140.126
104.21.77.125,0.5,13335.0,CLOUDFLARENET,104.21.77
172.67.207.237,0.5,13335.0,CLOUDFLARENET,172.67.207
172.67.220.62,0.5,13335.0,CLOUDFLARENET,172.67.220
104.21.59.84,0.5,13335.0,CLOUDFLARENET,104.21.59
34.199.75.221,0.5,14618.0,AMAZON-AES,34.199.75
3.220.99.236,0.5,14618.0,AMAZON-AES,3.220.99
3.213.63.105,0.5,14618.0,AMAZON-AES,3.213.63
52.45.166.233,0.5,14618.0,AMAZON-AES,52.45.166
147.142.42.243,0.5,553.0,Universitaet Stuttgart,147.142.42
167.99.45.197,0.5,14061.0,DIGITALOCEAN-ASN,167.99.45
62.28.114.229,0.5,15525.0,Servicos De Comunicacoes E Multimedia S.A.,62.28.114
104.21.14.9,0.5,13335.0,CLOUDFLARENET,104.21.14
172.67.133.172,0.5,13335.0,CLOUDFLARENET,172.67.133
13.33.50.28,0.5,16509.0,AMAZON-02,13.33.50
13.33.50.139,0.5,16509.0,AMAZON-02,13.33.50
13.33.50.126,0.5,16509.0,AMAZON-02,13.33.50
13.33.50.69,0.5,16509.0,AMAZON-02,13.33.50
185.231.220.20,0.5,24961.0,myLoc managed IT AG,185.231.220
58.205.218.59,0.5,4538.0,China Education and Research Network Center,58.205.218
173.194.77.188,0.5,15169.0,GOOGLE,173.194.77
104.21.40.230,0.5,13335.0,CLOUDFLARENET,104.21.40
172.67.157.146,0.5,13335.0,CLOUDFLARENET,172.67.157
18.154.144.87,0.5,16509.0,AMAZON-02,18.154.144
18.154.144.103,0.5,16509.0,AMAZON-02,18.154.144
18.154.144.127,0.5,16509.0,AMAZON-02,18.154.144
207.60.228.141,0.5,139646.0,"HONG KONG Megalayer Technology Co.,Limited",207.60.228
66.154.70.149,0.5,22653.0,GLOBALCOMPASS,66.154.70
223.252.199.69,0.5,45062.0,NetEase Building No.16 Ke Yun Road,223.252.199
172.67.198.78,0.5,13335.0,CLOUDFLARENET,172.67.198
104.21.21.116,0.5,13335.0,CLOUDFLARENET,104.21.21
46.22.46.212,0.5,61157.0,PlusServer GmbH,46.22.46
51.79.80.162,0.5,16276.0,OVH SAS,51.79.80
104.21.95.251,0.5,13335.0,CLOUDFLARENET,104.21.95
172.67.171.231,0.5,13335.0,CLOUDFLARENET,172.67.171
52.123.131.14,0.5,8075.0,MICROSOFT-CORP-MSN-AS-BLOCK,52.123.131
52.123.130.14,0.5,8075.0,MICROSOFT-CORP-MSN-AS-BLOCK,52.123.130
154.212.110.125,0.5,134548.0,DXTL Tseung Kwan O Service,154.212.110
199.80.54.234,0.5,40824.0,WZ-US-40824,199.80.54
172.67.147.30,0.5,13335.0,CLOUDFLARENET,172.67.147
104.21.63.148,0.5,13335.0,CLOUDFLARENET,104.21.63
208.122.218.144,0.5,27589.0,MOJOHOST,208.122.218
172.67.220.79,0.5,13335.0,CLOUDFLARENET,172.67.220
104.21.94.60,0.5,13335.0,CLOUDFLARENET,104.21.94
35.238.21.138,0.5,396982.0,GOOGLE-CLOUD-PLATFORM,35.238.21
104.26.12.213,0.5,13335.0,CLOUDFLARENET,104.26.12
172.67.68.1,0.5,13335.0,CLOUDFLARENET,172.67.68
104.26.13.213,0.5,13335.0,CLOUDFLARENET,104.26.13
192.144.251.100,0.5,45090.0,Shenzhen Tencent Computer Systems Company Limited,192.144.251
123.126.36.85,0.5,4808.0,China Unicom Beijing Province Network,123.126.36
123.126.37.12,0.5,4808.0,China Unicom Beijing Province Network,123.126.37
211.151.8.187,0.5,9802.0,AbitcoolChina Inc.,211.151.8
172.67.20.170,0.5,13335.0,CLOUDFLARENET,172.67.20
104.22.1.101,0.5,13335.0,CLOUDFLARENET,104.22.1
104.22.0.101,0.5,13335.0,CLOUDFLARENET,104.22.0
62.234.200.69,0.5,45090.0,Shenzhen Tencent Computer Systems Company Limited,62.234.200
192.185.48.159,0.5,19871.0,NETWORK-SOLUTIONS-HOSTING,192.185.48
150.254.30.96,0.5,206523.0,Poznan University of Technology,150.254.30
13.229.38.226,0.5,16509.0,AMAZON-02,13.229.38
78.24.233.170,0.5,208906.0,"SYNOT ICT Services, a.s.",78.24.233
24.199.119.64,0.5,14061.0,DIGITALOCEAN-ASN,24.199.119
124.221.80.91,0.5,45090.0,Shenzhen Tencent Computer Systems Company Limited,124.221.80
124.220.203.60,0.5,45090.0,Shenzhen Tencent Computer Systems Company Limited,124.220.203
124.222.174.117,0.5,45090.0,Shenzhen Tencent Computer Systems Company Limited,124.222.174
111.231.169.247,0.5,45090.0,Shenzhen Tencent Computer Systems Company Limited,111.231.169
106.54.228.253,0.5,45090.0,Shenzhen Tencent Computer Systems Company Limited,106.54.228
118.25.42.241,0.5,45090.0,Shenzhen Tencent Computer Systems Company Limited,118.25.42
124.220.205.65,0.5,45090.0,Shenzhen Tencent Computer Systems Company Limited,124.220.205
124.221.241.116,0.5,45090.0,Shenzhen Tencent Computer Systems Company Limited,124.221.241
112.124.107.181,0.5,37963.0,"Hangzhou Alibaba Advertising Co.,Ltd.",112.124.107
172.96.185.200,0.5,133752.0,Leaseweb Asia Pacific pte. ltd.,172.96.185
75.2.81.162,0.5,16509.0,AMAZON-02,75.2.81
99.83.203.169,0.5,16509.0,AMAZON-02,99.83.203
203.129.76.184,0.5,10032.0,BDX DC Services HK Limited,203.129.76
67.205.62.146,0.5,26347.0,DREAMHOST-AS,67.205.62
34.207.35.113,0.5,14618.0,AMAZON-AES,34.207.35
52.0.152.53,0.5,14618.0,AMAZON-AES,52.0.152
93.158.115.203,0.5,12552.0,GlobalConnect AB,93.158.115
47.108.6.66,0.5,37963.0,"Hangzhou Alibaba Advertising Co.,Ltd.",47.108.6
212.120.250.21,0.5,8301.0,Gibtelecom Ltd.,212.120.250
13.67.74.235,0.5,8075.0,MICROSOFT-CORP-MSN-AS-BLOCK,13.67.74
183.60.217.62,0.5,4134.0,Chinanet,183.60.217
213.174.137.159,0.5,39572.0,DataWeb Global Group B.V.,213.174.137
104.21.50.119,0.5,13335.0,CLOUDFLARENET,104.21.50
172.67.163.3,0.5,13335.0,CLOUDFLARENET,172.67.163
47.113.75.188,0.5,37963.0,"Hangzhou Alibaba Advertising Co.,Ltd.",47.113.75
130.14.29.32,0.5,70.0,NLM-GW,130.14.29
34.107.138.196,0.5,396982.0,GOOGLE-CLOUD-PLATFORM,34.107.138
199.182.108.202,0.5,27589.0,MOJOHOST,199.182.108
162.255.119.124,0.5,22612.0,NAMECHEAP-NET,162.255.119
18.154.206.13,0.5,16509.0,AMAZON-02,18.154.206
18.154.206.111,0.5,16509.0,AMAZON-02,18.154.206
18.154.206.87,0.5,16509.0,AMAZON-02,18.154.206
18.154.206.119,0.5,16509.0,AMAZON-02,18.154.206
104.21.71.114,0.5,13335.0,CLOUDFLARENET,104.21.71
172.67.144.128,0.5,13335.0,CLOUDFLARENET,172.67.144
47.95.85.38,0.5,37963.0,"Hangzhou Alibaba Advertising Co.,Ltd.",47.95.85
35.244.160.225,0.5,396982.0,GOOGLE-CLOUD-PLATFORM,35.244.160
128.135.107.62,0.5,160.0,U-CHICAGO-AS,128.135.107
122.114.5.159,0.5,4837.0,CHINA UNICOM China169 Backbone,122.114.5
35.227.255.136,0.5,396982.0,GOOGLE-CLOUD-PLATFORM,35.227.255
132.76.150.44,0.5,378.0,Israel InterUniversity Computation Center,132.76.150
172.67.146.25,0.5,13335.0,CLOUDFLARENET,172.67.146
104.21.39.139,0.5,13335.0,CLOUDFLARENET,104.21.39
213.251.128.144,0.5,16276.0,OVH SAS,213.251.128
104.21.24.45,0.5,13335.0,CLOUDFLARENET,104.21.24
172.67.216.206,0.5,13335.0,CLOUDFLARENET,172.67.216
104.21.234.86,0.5,13335.0,CLOUDFLARENET,104.21.234
104.21.234.87,0.5,13335.0,CLOUDFLARENET,104.21.234
172.67.162.69,0.5,13335.0,CLOUDFLARENET,172.67.162
104.21.73.117,0.5,13335.0,CLOUDFLARENET,104.21.73
140.206.220.33,0.5,17621.0,China Unicom Shanghai network,140.206.220
116.132.219.22,0.5,4837.0,CHINA UNICOM China169 Backbone,116.132.219
45.144.149.28,0.5,39572.0,DataWeb Global Group B.V.,45.144.149
104.21.3.9,0.5,13335.0,CLOUDFLARENET,104.21.3
172.67.129.254,0.5,13335.0,CLOUDFLARENET,172.67.129
172.67.170.45,0.5,13335.0,CLOUDFLARENET,172.67.170
104.21.28.20,0.5,13335.0,CLOUDFLARENET,104.21.28
20.198.162.84,0.5,8075.0,MICROSOFT-CORP-MSN-AS-BLOCK,20.198.162
120.240.79.106,0.5,9808.0,"China Mobile Communications Group Co., Ltd.",120.240.79
104.21.41.224,0.5,13335.0,CLOUDFLARENET,104.21.41
172.67.167.175,0.5,13335.0,CLOUDFLARENET,172.67.167
216.127.52.140,0.5,11608.0,ATG-11608,216.127.52
104.21.89.174,0.5,13335.0,CLOUDFLARENET,104.21.89
172.67.162.178,0.5,13335.0,CLOUDFLARENET,172.67.162
172.67.196.24,0.5,13335.0,CLOUDFLARENET,172.67.196
104.21.84.191,0.5,13335.0,CLOUDFLARENET,104.21.84
104.21.56.33,0.5,13335.0,CLOUDFLARENET,104.21.56
172.67.176.103,0.5,13335.0,CLOUDFLARENET,172.67.176
193.142.146.67,0.5,208046.0,ColocationX Ltd.,193.142.146
139.5.86.80,0.5,27381.0,CASALE-MEDIA,139.5.86
46.182.223.32,0.5,39704.0,CJ2 Hosting B.V.,46.182.223
38.153.56.195,0.5,36352.0,AS-COLOCROSSING,38.153.56
36.110.213.189,0.5,23724.0,"IDC, China Telecommunications Corporation",36.110.213
152.19.9.235,0.5,36850.0,UNC-CH,152.19.9
100.26.27.91,0.5,14618.0,AMAZON-AES,100.26.27
50.16.187.200,0.5,14618.0,AMAZON-AES,50.16.187
180.96.14.114,0.5,137702.0,"Nanjing, Jiangsu Province, P.R.China.",180.96.14
157.240.12.16,0.5,32934.0,FACEBOOK,157.240.12
52.20.71.188,0.5,14618.0,AMAZON-AES,52.20.71
54.165.210.158,0.5,14618.0,AMAZON-AES,54.165.210
132.76.150.161,0.5,378.0,Israel InterUniversity Computation Center,132.76.150
104.21.28.111,0.5,13335.0,CLOUDFLARENET,104.21.28
172.67.145.224,0.5,13335.0,CLOUDFLARENET,172.67.145
104.21.93.19,0.5,13335.0,CLOUDFLARENET,104.21.93
172.67.202.182,0.5,13335.0,CLOUDFLARENET,172.67.202
62.138.14.10,0.5,8972.0,Host Europe GmbH,62.138.14
106.55.209.185,0.5,45090.0,Shenzhen Tencent Computer Systems Company Limited,106.55.209
168.206.34.253,0.5,137951.0,ASLINE LIMITED,168.206.34
137.184.240.210,0.5,14061.0,DIGITALOCEAN-ASN,137.184.240
45.253.117.209,0.5,45062.0,NetEase Building No.16 Ke Yun Road,45.253.117
104.21.51.114,0.5,13335.0,CLOUDFLARENET,104.21.51
172.67.179.131,0.5,13335.0,CLOUDFLARENET,172.67.179
172.67.153.208,0.5,13335.0,CLOUDFLARENET,172.67.153
104.21.82.59,0.5,13335.0,CLOUDFLARENET,104.21.82
18.4.1.195,0.5,3.0,MIT-GATEWAYS,18.4.1
172.67.137.88,0.5,13335.0,CLOUDFLARENET,172.67.137
104.21.46.97,0.5,13335.0,CLOUDFLARENET,104.21.46
104.21.57.181,0.5,13335.0,CLOUDFLARENET,104.21.57
172.67.165.71,0.5,13335.0,CLOUDFLARENET,172.67.165
172.67.190.224,0.5,13335.0,CLOUDFLARENET,172.67.190
104.21.92.92,0.5,13335.0,CLOUDFLARENET,104.21.92
208.109.43.140,0.5,398101.0,GO-DADDY-COM-LLC,208.109.43
104.21.78.144,0.5,13335.0,CLOUDFLARENET,104.21.78
172.67.222.200,0.5,13335.0,CLOUDFLARENET,172.67.222
172.67.136.13,0.5,13335.0,CLOUDFLARENET,172.67.136
104.21.46.67,0.5,13335.0,CLOUDFLARENET,104.21.46
223.119.142.107,0.5,58453.0,"Level 30, Tower 1",223.119.142
17.171.2.72,0.5,714.0,APPLE-ENGINEERING,17.171.2
38.238.202.164,0.5,134548.0,DXTL Tseung Kwan O Service,38.238.202
78.47.136.85,0.5,24940.0,Hetzner Online GmbH,78.47.136
176.102.65.65,0.5,42422.0,SecurityNet.cz s.r.o.,176.102.65
202.38.194.48,0.5,4538.0,China Education and Research Network Center,202.38.194
185.60.218.24,0.5,32934.0,FACEBOOK,185.60.218
172.67.212.120,0.5,13335.0,CLOUDFLARENET,172.67.212
104.21.23.181,0.5,13335.0,CLOUDFLARENET,104.21.23
172.67.40.23,0.5,13335.0,CLOUDFLARENET,172.67.40
104.22.32.214,0.5,13335.0,CLOUDFLARENET,104.22.32
104.22.33.214,0.5,13335.0,CLOUDFLARENET,104.22.33
36.133.246.245,0.5,9808.0,"China Mobile Communications Group Co., Ltd.",36.133.246
202.204.176.102,0.5,4538.0,China Education and Research Network Center,202.204.176
172.67.148.112,0.5,13335.0,CLOUDFLARENET,172.67.148
104.21.79.208,0.5,13335.0,CLOUDFLARENET,104.21.79
185.34.216.14,0.5,198203.0,RouteLabel V.O.F.,185.34.216
104.21.7.68,0.5,13335.0,CLOUDFLARENET,104.21.7
172.67.187.139,0.5,13335.0,CLOUDFLARENET,172.67.187
23.225.34.107,0.5,40065.0,CNSERVERS,23.225.34
23.225.198.29,0.5,40065.0,CNSERVERS,23.225.198
27.124.6.121,0.5,64050.0,BGPNET Global ASN,27.124.6
143.92.48.247,0.5,64050.0,BGPNET Global ASN,143.92.48
23.225.198.27,0.5,40065.0,CNSERVERS,23.225.198
23.225.199.85,0.5,40065.0,CNSERVERS,23.225.199
23.225.199.83,0.5,40065.0,CNSERVERS,23.225.199
143.92.48.252,0.5,64050.0,BGPNET Global ASN,143.92.48
23.225.34.109,0.5,40065.0,CNSERVERS,23.225.34
27.124.6.123,0.5,64050.0,BGPNET Global ASN,27.124.6
67.227.250.187,0.5,32244.0,LIQUIDWEB,67.227.250
172.67.194.185,0.5,13335.0,CLOUDFLARENET,172.67.194
104.21.20.227,0.5,13335.0,CLOUDFLARENET,104.21.20
62.122.172.214,0.5,50245.0,Serverel Inc.,62.122.172
14.0.41.140,0.5,54994.0,ML-1432-54994,14.0.41
67.227.226.241,0.5,32244.0,LIQUIDWEB,67.227.226
218.195.96.10,0.5,4538.0,China Education and Research Network Center,218.195.96
13.109.188.170,0.5,14340.0,SALESFORCE,13.109.188
13.110.56.170,0.5,14340.0,SALESFORCE,13.110.56
13.110.62.170,0.5,14340.0,SALESFORCE,13.110.62
104.21.92.190,0.5,13335.0,CLOUDFLARENET,104.21.92
172.67.197.33,0.5,13335.0,CLOUDFLARENET,172.67.197
13.111.72.10,0.5,14340.0,SALESFORCE,13.111.72
104.18.23.39,0.5,13335.0,CLOUDFLARENET,104.18.23
104.18.22.39,0.5,13335.0,CLOUDFLARENET,104.18.22
54.222.52.188,0.5,55960.0,Beijing Guanghuan Xinwang Digital,54.222.52
54.222.96.13,0.5,55960.0,Beijing Guanghuan Xinwang Digital,54.222.96
54.222.49.85,0.5,55960.0,Beijing Guanghuan Xinwang Digital,54.222.49
54.222.48.81,0.5,55960.0,Beijing Guanghuan Xinwang Digital,54.222.48
54.222.50.106,0.5,55960.0,Beijing Guanghuan Xinwang Digital,54.222.50
52.168.117.169,0.5,8075.0,MICROSOFT-CORP-MSN-AS-BLOCK,52.168.117
109.202.100.78,0.5,49453.0,Global Layer B.V.,109.202.100
192.64.119.227,0.5,22612.0,NAMECHEAP-NET,192.64.119
42.186.86.27,0.5,45062.0,NetEase Building No.16 Ke Yun Road,42.186.86
104.21.234.49,0.5,13335.0,CLOUDFLARENET,104.21.234
104.21.234.48,0.5,13335.0,CLOUDFLARENET,104.21.234
111.19.247.131,0.5,9808.0,"China Mobile Communications Group Co., Ltd.",111.19.247
116.132.223.85,0.5,4837.0,CHINA UNICOM China169 Backbone,116.132.223
106.8.131.142,0.5,141771.0,China Telecom,106.8.131
116.132.218.199,0.5,4837.0,CHINA UNICOM China169 Backbone,116.132.218
106.8.130.199,0.5,141771.0,China Telecom,106.8.130
116.132.218.128,0.5,4837.0,CHINA UNICOM China169 Backbone,116.132.218
111.63.172.196,0.5,24547.0,Hebei Mobile Communication Company Limited,111.63.172
111.63.172.45,0.5,24547.0,Hebei Mobile Communication Company Limited,111.63.172
111.63.172.14,0.5,24547.0,Hebei Mobile Communication Company Limited,111.63.172
123.183.235.100,0.5,4134.0,Chinanet,123.183.235
47.105.147.27,0.5,37963.0,"Hangzhou Alibaba Advertising Co.,Ltd.",47.105.147
104.22.59.100,0.5,13335.0,CLOUDFLARENET,104.22.59
104.22.58.100,0.5,13335.0,CLOUDFLARENET,104.22.58
172.67.30.148,0.5,13335.0,CLOUDFLARENET,172.67.30
172.67.181.73,0.5,13335.0,CLOUDFLARENET,172.67.181
104.21.83.202,0.5,13335.0,CLOUDFLARENET,104.21.83
104.21.51.219,0.5,13335.0,CLOUDFLARENET,104.21.51
172.67.187.198,0.5,13335.0,CLOUDFLARENET,172.67.187
109.206.176.160,0.5,50245.0,Serverel Inc.,109.206.176
104.21.24.253,0.5,13335.0,CLOUDFLARENET,104.21.24
172.67.221.66,0.5,13335.0,CLOUDFLARENET,172.67.221
117.20.42.156,0.5,14148.0,EXLIBRIS,117.20.42
104.21.234.50,0.5,13335.0,CLOUDFLARENET,104.21.234
104.21.234.51,0.5,13335.0,CLOUDFLARENET,104.21.234
115.156.124.13,0.5,4538.0,China Education and Research Network Center,115.156.124
8.210.14.3,0.5,45102.0,"Alibaba US Technology Co., Ltd.",8.210.14
210.14.113.23,0.5,38358.0,"3 Fuxing Road, Beijing, China",210.14.113
172.67.173.212,0.5,13335.0,CLOUDFLARENET,172.67.173
104.21.47.230,0.5,13335.0,CLOUDFLARENET,104.21.47
49.233.120.82,0.5,45090.0,Shenzhen Tencent Computer Systems Company Limited,49.233.120
172.67.215.62,0.5,13335.0,CLOUDFLARENET,172.67.215
104.21.16.180,0.5,13335.0,CLOUDFLARENET,104.21.16
120.78.115.50,0.5,37963.0,"Hangzhou Alibaba Advertising Co.,Ltd.",120.78.115
45.144.149.14,0.5,39572.0,DataWeb Global Group B.V.,45.144.149
154.214.7.82,0.5,40065.0,CNSERVERS,154.214.7
47.113.93.167,0.5,37963.0,"Hangzhou Alibaba Advertising Co.,Ltd.",47.113.93
157.230.184.192,0.5,14061.0,DIGITALOCEAN-ASN,157.230.184
157.230.230.25,0.5,14061.0,DIGITALOCEAN-ASN,157.230.230
143.198.189.27,0.5,14061.0,DIGITALOCEAN-ASN,143.198.189
198.199.75.202,0.5,14061.0,DIGITALOCEAN-ASN,198.199.75
159.89.87.73,0.5,14061.0,DIGITALOCEAN-ASN,159.89.87
24.144.100.156,0.5,14061.0,DIGITALOCEAN-ASN,24.144.100
137.184.29.86,0.5,14061.0,DIGITALOCEAN-ASN,137.184.29
137.184.29.70,0.5,14061.0,DIGITALOCEAN-ASN,137.184.29
167.172.132.29,0.5,14061.0,DIGITALOCEAN-ASN,167.172.132
165.227.198.72,0.5,14061.0,DIGITALOCEAN-ASN,165.227.198
137.184.101.208,0.5,14061.0,DIGITALOCEAN-ASN,137.184.101
134.209.66.205,0.5,14061.0,DIGITALOCEAN-ASN,134.209.66
142.93.206.237,0.5,14061.0,DIGITALOCEAN-ASN,142.93.206
157.230.185.62,0.5,14061.0,DIGITALOCEAN-ASN,157.230.185
143.198.161.82,0.5,14061.0,DIGITALOCEAN-ASN,143.198.161
147.182.177.2,0.5,14061.0,DIGITALOCEAN-ASN,147.182.177
142.93.125.44,0.5,14061.0,DIGITALOCEAN-ASN,142.93.125
137.184.140.174,0.5,14061.0,DIGITALOCEAN-ASN,137.184.140
147.182.178.152,0.5,14061.0,DIGITALOCEAN-ASN,147.182.178
142.93.61.219,0.5,14061.0,DIGITALOCEAN-ASN,142.93.61
147.182.190.80,0.5,14061.0,DIGITALOCEAN-ASN,147.182.190
134.209.72.92,0.5,14061.0,DIGITALOCEAN-ASN,134.209.72
157.230.94.108,0.5,14061.0,DIGITALOCEAN-ASN,157.230.94
147.182.182.118,0.5,14061.0,DIGITALOCEAN-ASN,147.182.182
67.205.182.7,0.5,14061.0,DIGITALOCEAN-ASN,67.205.182
162.243.160.135,0.5,14061.0,DIGITALOCEAN-ASN,162.243.160
172.67.221.47,0.5,13335.0,CLOUDFLARENET,172.67.221
104.21.35.126,0.5,13335.0,CLOUDFLARENET,104.21.35
106.3.18.105,0.5,23724.0,"IDC, China Telecommunications Corporation",106.3.18
223.223.182.225,0.5,45064.0,"BEIJING ZHONGGUANCUN SOFTWARE PARK DEVELOPMENT CO.,Ltd.",223.223.182
60.190.232.13,0.5,4134.0,Chinanet,60.190.232
116.62.24.240,0.5,37963.0,"Hangzhou Alibaba Advertising Co.,Ltd.",116.62.24
120.27.226.3,0.5,37963.0,"Hangzhou Alibaba Advertising Co.,Ltd.",120.27.226
104.21.23.123,0.5,13335.0,CLOUDFLARENET,104.21.23
172.67.211.20,0.5,13335.0,CLOUDFLARENET,172.67.211
185.212.123.24,0.5,132046.0,Sunbridge worldwide LTD,185.212.123
104.21.25.6,0.5,13335.0,CLOUDFLARENET,104.21.25
172.67.221.135,0.5,13335.0,CLOUDFLARENET,172.67.221
104.21.38.225,0.5,13335.0,CLOUDFLARENET,104.21.38
172.67.140.59,0.5,13335.0,CLOUDFLARENET,172.67.140
172.67.15.26,0.5,13335.0,CLOUDFLARENET,172.67.15
104.22.31.118,0.5,13335.0,CLOUDFLARENET,104.22.31
104.22.30.118,0.5,13335.0,CLOUDFLARENET,104.22.30
91.199.242.53,0.5,19750.0,AS-CRITEO,91.199.242
104.19.141.75,0.5,13335.0,CLOUDFLARENET,104.19.141
104.19.142.75,0.5,13335.0,CLOUDFLARENET,104.19.142
104.19.140.75,0.5,13335.0,CLOUDFLARENET,104.19.140
104.19.128.76,0.5,13335.0,CLOUDFLARENET,104.19.128
104.19.143.75,0.5,13335.0,CLOUDFLARENET,104.19.143
20.106.94.33,0.5,8075.0,MICROSOFT-CORP-MSN-AS-BLOCK,20.106.94
104.21.47.229,0.5,13335.0,CLOUDFLARENET,104.21.47
172.67.173.211,0.5,13335.0,CLOUDFLARENET,172.67.173
104.19.155.83,0.5,13335.0,CLOUDFLARENET,104.19.155
104.19.154.83,0.5,13335.0,CLOUDFLARENET,104.19.154
13.226.220.4,0.5,16509.0,AMAZON-02,13.226.220
13.226.220.35,0.5,16509.0,AMAZON-02,13.226.220
13.226.220.151,0.5,16509.0,AMAZON-02,13.226.220
13.226.220.218,0.5,16509.0,AMAZON-02,13.226.220
104.26.15.218,0.5,13335.0,CLOUDFLARENET,104.26.15
172.67.73.31,0.5,13335.0,CLOUDFLARENET,172.67.73
104.26.14.218,0.5,13335.0,CLOUDFLARENET,104.26.14
222.200.181.22,0.5,4538.0,China Education and Research Network Center,222.200.181
192.0.66.84,0.5,2635.0,AUTOMATTIC,192.0.66
157.240.252.63,0.5,32934.0,FACEBOOK,157.240.252
35.79.43.6,0.5,16509.0,AMAZON-02,35.79.43
35.74.73.111,0.5,16509.0,AMAZON-02,35.74.73
124.196.49.135,0.5,23848.0,"Shenzhen Ping An Communication Technology Co.,Ltd",124.196.49
45.65.22.75,0.5,23848.0,"Shenzhen Ping An Communication Technology Co.,Ltd",45.65.22
13.225.103.83,0.5,16509.0,AMAZON-02,13.225.103
23.33.92.28,0.5,20940.0,Akamai International B.V.,23.33.92
104.21.235.89,0.5,13335.0,CLOUDFLARENET,104.21.235
104.21.235.90,0.5,13335.0,CLOUDFLARENET,104.21.235
104.21.17.65,0.5,13335.0,CLOUDFLARENET,104.21.17
172.67.223.1,0.5,13335.0,CLOUDFLARENET,172.67.223
204.155.150.120,0.5,40824.0,WZ-US-40824,204.155.150
119.28.164.15,0.5,132203.0,"Tencent Building, Kejizhongyi Avenue",119.28.164
203.205.137.75,0.5,132203.0,"Tencent Building, Kejizhongyi Avenue",203.205.137
203.205.137.229,0.5,132203.0,"Tencent Building, Kejizhongyi Avenue",203.205.137
119.28.164.13,0.5,132203.0,"Tencent Building, Kejizhongyi Avenue",119.28.164
119.28.164.16,0.5,132203.0,"Tencent Building, Kejizhongyi Avenue",119.28.164
119.28.164.73,0.5,132203.0,"Tencent Building, Kejizhongyi Avenue",119.28.164
119.28.164.11,0.5,132203.0,"Tencent Building, Kejizhongyi Avenue",119.28.164
119.28.164.71,0.5,132203.0,"Tencent Building, Kejizhongyi Avenue",119.28.164
119.28.164.76,0.5,132203.0,"Tencent Building, Kejizhongyi Avenue",119.28.164
119.28.164.77,0.5,132203.0,"Tencent Building, Kejizhongyi Avenue",119.28.164
203.205.137.30,0.5,132203.0,"Tencent Building, Kejizhongyi Avenue",203.205.137
119.28.164.14,0.5,132203.0,"Tencent Building, Kejizhongyi Avenue",119.28.164
203.205.137.77,0.5,132203.0,"Tencent Building, Kejizhongyi Avenue",203.205.137
104.21.69.84,0.5,13335.0,CLOUDFLARENET,104.21.69
172.67.206.134,0.5,13335.0,CLOUDFLARENET,172.67.206
131.180.77.135,0.5,1128.0,SURF B.V.,131.180.77
202.194.40.239,0.5,4538.0,China Education and Research Network Center,202.194.40
8.217.207.239,0.5,45102.0,"Alibaba US Technology Co., Ltd.",8.217.207
47.243.99.124,0.5,45102.0,"Alibaba US Technology Co., Ltd.",47.243.99
47.242.45.158,0.5,45102.0,"Alibaba US Technology Co., Ltd.",47.242.45
47.243.128.108,0.5,45102.0,"Alibaba US Technology Co., Ltd.",47.243.128
31.13.82.174,0.5,32934.0,FACEBOOK,31.13.82
42.186.62.187,0.5,45062.0,NetEase Building No.16 Ke Yun Road,42.186.62
59.111.134.159,0.5,45062.0,NetEase Building No.16 Ke Yun Road,59.111.134
42.186.62.104,0.5,45062.0,NetEase Building No.16 Ke Yun Road,42.186.62
42.186.62.105,0.5,45062.0,NetEase Building No.16 Ke Yun Road,42.186.62
59.111.134.158,0.5,45062.0,NetEase Building No.16 Ke Yun Road,59.111.134
59.111.134.157,0.5,45062.0,NetEase Building No.16 Ke Yun Road,59.111.134
199.16.157.80,0.5,13414.0,TWITTER,199.16.157
223.119.208.249,0.5,58453.0,"Level 30, Tower 1",223.119.208
38.242.217.76,0.5,51167.0,Contabo GmbH,38.242.217
104.21.21.180,0.5,13335.0,CLOUDFLARENET,104.21.21
172.67.199.174,0.5,13335.0,CLOUDFLARENET,172.67.199
52.105.233.39,0.5,8075.0,MICROSOFT-CORP-MSN-AS-BLOCK,52.105.233
59.110.117.125,0.5,37963.0,"Hangzhou Alibaba Advertising Co.,Ltd.",59.110.117
202.107.233.77,0.5,4134.0,Chinanet,202.107.233
