domain,label
highcare-bucuresti.com,1.0
site-6403370-9082-2967.mystrikingly.com,0.0
ytgz5.sa.com,1.0
w4dasvaxfdy4syu7kzea-f-a136ad782-clientnsv4-s.akamaihd.net,0.0
demande-hypothecaire.ca,1.0
zj2fdlixfqz3eyu6piya-f-fdafef4c2-clientnsv4-s.akamaihd.net,0.0
zslxcmmtafcexzt.rz.uni-wuerzburg.de,0.0
a2572.casalemedia.com,0.0
agenciadigital.app.br,1.0
rajamuhammadali.com,1.0
englishvideolessons.sysu.edu.cn,0.0
dub130.mail.live.com,0.0
180plan.com.au,1.0
vclrendering.co.uk,1.0
industriastornometaljr.com,1.0
fountainofvictory.org,1.0
26b65b34acfb65cbd82cf1e3ebfe0e85.safeframe.googlesyndication.com,0.0
e0d14fb18ea01591305160834c404cdd.safeframe.googlesyndication.com,0.0
safe.2345.cc,0.0
zncuzzs2uwzfdac0b-hydroonecx.siteintercept.qualtrics.com,0.0
c3ec25357bd74b3fb675f62a2fd313ac.fp.measure.office.com,0.0
interpol.edu.pl,1.0
ald-lamp-us.alicdn.com,0.0
www.ruijie.com.cn,0.0
pan-lamoderna.com,1.0
premierfl.mx,1.0
thetechstore.pk,1.0
www.repanso.com,0.0
btddohlx.page.link,1.0
m0.dreport.meituan.net,0.0
taking-care.us,1.0
db0b790923c844359f991af0d13b73f8.fp.measure.office.com,0.0
doku.pub,0.0
xnlnzqmlp.sysu.edu.cn,0.0
ffcaca9887b695c06f7a40d0128d7446.safeframe.googlesyndication.com,0.0
pufa.southcn.com,0.0
cursodeparapsicologia.org,1.0
socialwiki.com.br,1.0
f-mall.jd.com,0.0
vextwobl.page.link,1.0
abf0e708addac80e1dc14b7c610ae288a.profile.mel50-c2.cloudfront.net,0.0
aviyana.lk,1.0
des.mrbasic.com,1.0
adlsj.dns05.com,1.0
globaldream.events,1.0
ofipzrmwr.sysu.edu.cn,0.0
thrombosisjournal.biomedcentral.com,0.0
najocelfwklyop.sysu.edu.cn,0.0
snowluwu.ru,1.0
ah.weather.com.cn,0.0
dhkrziln.page.link,1.0
inavco.com,1.0
22.236.127.185.sbl.spamhaus.org,0.0
amolmolas.com.br,1.0
wpjiang.users.sgg.whu.edu.cn,0.0
yvdg6bxr3rboqr9zjsrnrdadaq2ic1654583433.nuid.imrworldwide.com,0.0
p72-keyvalueservice.icloud.com,0.0
graydepellet.cl,1.0
mdisk.spdb.com.cn,0.0
zujdpkvkmdi.sysu.edu.cn,0.0
37.151.225.13.sbl.spamhaus.org,0.0
agencybig.bs2dl.yy.com,0.0
c657f3e119a63438c7e5197824ef4de4.safeframe.googlesyndication.com,0.0
07e29108a6f3a14e696ba7ecfe6939f9.safeframe.googlesyndication.com,0.0
www.moonshinephilly.com,1.0
dnsc5f9a60d-0446-429f-9a87-9212764f105f-azurebatch-cloudservice.westus.cloudapp.azure.com,0.0
ai4fs.com.ng,1.0
megatrustinc.com,1.0
ed-cons.com,1.0
c-0.19-a3100011.29400c3.16a8.b69.3ea5.210.0.hjdjns8jw2g9i1qutpb7svweii.avts.mcafee.com,0.0
damai-item.oss-cn-beijing.aliyuncs.com,0.0
h171459.srv22.test-hf.su,1.0
fms.oiu.edu.sd,1.0
vod1446-aliyun06-vip-lixian.xunlei.com,0.0
wafh.caching.oysterfloats.com,1.0
generalsmart.com.br,1.0
svmougcr.page.link,1.0
drive.usercontent.google.com,1.0
primetechnologies.net.pk,1.0
duushxffcigswi.sysu.edu.cn,0.0
bqubfrbzhvlz.sysu.edu.cn,0.0
santara.site,1.0
r1---sn-nv47lnsr.googlevideo.com,0.0
71a8ffc794221e2d88d5a22be231ecac.safeframe.googlesyndication.com,0.0
c95f7f767ea7ec191de42112e186a6ea.safeframe.googlesyndication.com,0.0
975cf1628691b8277813681bee9cef03.safeframe.googlesyndication.com,0.0
img.jsly001.com,0.0
udupoytr.page.link,1.0
efeceweb.com,1.0
perfect-itsolutions.com,1.0
klive-play.kaochong.com,0.0
myartfric.media,1.0
ftuoxitgczdgpmn.sysu.edu.cn,0.0
6fb51f6d7b77461ea8831fdc821df9c0.js.ubembed.com,0.0
doorbell.api.net.bd,1.0
www.apps.webofknowledge.com,0.0
s3.dualstack.ap-southeast-1.amazonaws.com,0.0
brilliant-solutions.ae,1.0
milanoboutique-gruppo.com,1.0
fkfleagues.com,1.0
okdeaqio.page.link,1.0
myoldcountryhouse.com,1.0
zj2fdlixfqz3eyu6lcoq-f-394d7d101-clientnsv4-s.akamaihd.net,0.0
444ce613810d4716806c5bf7175b479b.fp.measure.office.com,0.0
hackspace.raspberrypi.com,0.0
sisi.shmtu.edu.cn,0.0
21c12d414bc44b4e947b98b56e765bea.fp.measure.office.com,0.0
nuxctuu.sysu.edu.cn,0.0
55d4a3ebc78cd26c014f45c16d363962.safeframe.googlesyndication.com,0.0
vtuzwuhz.page.link,1.0
8c2c5833318a8eb27ea79f9b2738bba9.safeframe.googlesyndication.com,0.0
diuetgeo.page.link,1.0
ykwv.caching.oysterfloats.com,1.0
thetimesbharat.com,1.0
obolpxnr.page.link,1.0
jmqfitxi.sysu.edu.cn,0.0
premiumwellpro.com,1.0
raqfndgw.page.link,1.0
160.3.78.140.sbl.spamhaus.org,0.0
rsazicblct.sysu.edu.cn,0.0
i-2000.b-2-6-1.sync.bench.resilio.com,0.0
fr.api.net.bd,1.0
dl90.zlibcdn.com,0.0
qydwuett.page.link,1.0
wmuyjylpkpge.sysu.edu.cn,0.0
a-0.19-a7000081.c1e0082.170c.c6b.3ea5.210.0.kwbqhwfdfugj6jbncnaek8fenb.avts.mcafee.com,0.0
evolve-adv.com,1.0
tramaartetextil.com.mx,1.0
remvenie.page.link,1.0
almaseka.com.sa,1.0
ee33d6ca7aeb48c1a7751c25b3a7ffd3.fp.measure.office.com,0.0
colantari.info,1.0
jeakimphotography.co,1.0
synergyconsulting.us,1.0
izuvgzio.page.link,1.0
konyacagdasevdeneve.net,1.0
93e8095ad0c44f268612923b7e8035a0.fp.measure.office.com,0.0
uzpcljmy.page.link,1.0
gruporosagoncalves.com.br,1.0
dichvuphanmem.net,1.0
basehealthcare.com,1.0
surfrote.com,1.0
60a8b5de952843028cf18bf268516dcd.fp.measure.office.com,0.0
agitel-formation.net,1.0
radim-vpn.org,1.0
68b26c64cf93429298ff3fafe7314585.fp.measure.office.com,0.0
1a3ce7c5728c4884b9f7ec325de55244.fp.measure.office.com,0.0
oytejtia.sysu.edu.cn,0.0
kaytkaytv.com,1.0
w4dasvfydj7usyu6sdaq-f-d07df5597-clientnsv4-s.akamaihd.net,0.0
eunqises20220607.oss-cn-shenzhen.aliyuncs.com,0.0
xnuhpmhw.page.link,1.0
npskudlu.com,1.0
pdwk5wixzbficyu66ama-f-21caff9f8-clientnsv4-s.akamaihd.net,0.0
affaires.co.in,1.0
hasinamart.com,1.0
bf89c2d0c23a14f95263a29f9d96d1db82deb529649de321.dlied1.cdntips.net,0.0
prosatecperu.com,1.0
dailygoldsignals.com,1.0
63e7e41d8d6e43f98651f06fa545f447.fp.measure.office.com,0.0
gobesitysurgery.com,1.0
tomcat.apache.org,0.0
pm-law.co,1.0
www.harpersbazaar.com.hk,0.0
t8522690597362483137.id.amgdgt.com,0.0
2e8d93e60040e2850b9175e85a4b366ee1b0ce8895d5a5d5.dlied1.cdntips.net,0.0
usokbvvsatlwtk.sysu.edu.cn,0.0
youunis.net,1.0
linksumuthokirtp.info,1.0
mataranibio.com,1.0
118.graduate.sysu.edu.cn,0.0
2ff684772e42e28a016c86bc6601708c.safeframe.googlesyndication.com,0.0
img.beckett.com,0.0
mil.iqiyi.com,0.0
w4dasvfyd4ameyu6vtka-f-adc3f570c-clientnsv4-s.akamaihd.net,0.0
a-0.19-a7000801.c050081.16a8.c13.3ea5.210.0.tl3367ffpkif13j73mwrz6bevi.avts.mcafee.com,0.0
brandworks.com.au,1.0
assets.zabbix.com,0.0
8b463d2ad0194c53a57bac22fa716afe.fp.measure.office.com,0.0
4e978b1d73bdf3cbf19aa08a618bb745.safeframe.googlesyndication.com,0.0
static.tenable.com.cdn.cloudflare.net,0.0
lhtgw391643972.files.wordpress.com,0.0
140ce3ad910e462ba5ebb277fba70972.fp.measure.office.com,0.0
wavefront.pe,1.0
serviaseo.com,1.0
diversesa.co.za,1.0
www.thurrott.com,0.0
fextralife.com,0.0
nurin.ug,1.0
120-236-174-226_s-23-48-201-42_ts-1654612720-clienttons-s.akamaihd.net,0.0
138.190.51.121.sbl.spamhaus.org,0.0
183.163.226.159.sbl.spamhaus.org,0.0
gslbali.ximalaya.com.www.tendawifi.com,0.0
villalaconcepcion.com,1.0
uneraemb.page.link,1.0
tgkijweq.page.link,1.0
tropiclean.vn,1.0
e88ffbb1-dfb7-4d70-8b9a-9c458bf52611.t.ssp.hinet.net,0.0
120-236-174-245_s-184-26-91-30_ts-1654594675-clienttons-s.akamaihd.net,0.0
i.quotev.com,0.0
auto.bus.sysu.edu.cn,0.0
pmc1201.com,0.0
pzxxotkb.page.link,1.0
pu.guitarworld.com.cn,0.0
p31-ckdevice-china.icloud.com,0.0
mapwo.org.af,1.0
qdardcx.sysu.edu.cn,0.0
2yyoe.img.ag.d.sendibm3.com,0.0
external-relay.indiana.edu,0.0
cenb.sync.oystergardens.club,1.0
xalh.sync.oystergardens.club,1.0
nndbyvkqp.sysu.edu.cn,0.0
www.hn.xinhuanet.com,0.0
xps.phub.sandai.net,0.0
ottimg.cdn.pandora.xiaomi.com,0.0
sz.ktrmr.com,0.0
walkindrivetoday.com,1.0
d59033beb3454fc5b4eaba29417c624f.fp.measure.office.com,0.0
bluskyglobal.com,1.0
sirvankolan.com,1.0
nkbshipping.com,1.0
smarttravelsolutions.in,1.0
3a2aed2e2ebf450887fcf2672ae81488.fp.measure.office.com,0.0
sapid.net.au,1.0
maddoctech.com,1.0
dxtkeubje.sysu.edu.cn,0.0
adl-a.mynetav.org,1.0
protectstudio.com,1.0
edge-101.hkhkg.icloud-content.com,0.0
shopnovinplus.com,1.0
dns2fa54e13-8184-4fba-92f6-f556ec2a9cc7-azurebatch-cloudservice.westus.cloudapp.azure.com,0.0
yac.org.pk,1.0
m.zige.eol.cn,0.0
3aadf34d497030f08a579c50ebaa005e.safeframe.googlesyndication.com,0.0
1f9ab22c580d4b62b57b34831fc12f42.fp.measure.office.com,0.0
ledsun-eg.com,1.0
smartgate.changsha.gov.cn,0.0
oxyxmfqv.page.link,1.0
filmkaku.com,1.0
adlrs.dns05.com,1.0
cdn-ws.content.steamchina.com,0.0
dzmuaynn.sysu.edu.cn,0.0
4a5ec9dcbe203a7c1a87eadb3dec8428.dlied1.cdntips.net,0.0
optradigital.com,1.0
htcnphmk.page.link,1.0
192.60.84.184.sbl.spamhaus.org,0.0
6qdf3j.tdum.alibaba.com,0.0
hl4xajaxfdy2syu6zxcq-f-e71c30a79-clientnsv4-s.akamaihd.net,0.0
mobilelog.kugou.com,0.0
p26-ckdevice-china.icloud.com,0.0
frioborges.com.ve,1.0
guiacontactobcn.com,1.0
20.126.250.203.sbl.spamhaus.org,0.0
mscat.pe,1.0
r2---sn-un57sn7y.gvt1.com,0.0
mobile2.10jqka.com.cn,0.0
secasan.info,1.0
91images20210911.oss-accelerate.aliyuncs.com,0.0
baae.sard.ruc.edu.cn,0.0
9bd2dc6b39d57562d57b35a73c53f9c4.safeframe.googlesyndication.com,0.0
bca18372a7d2b5b873c37d55e290bfa6.safeframe.googlesyndication.com,0.0
siscofashion.com.ng,1.0
smkpgri2pasuruan.sch.id,1.0
zj2fdlixfqzxuyu6lqnq-f-21d16955c-clientnsv4-s.akamaihd.net,0.0
adt.faqserv.com,1.0
a2010.casalemedia.com,0.0
elenaprem.com,1.0
aptinverex.net,1.0
qmcdxmbd.page.link,1.0
brxt.mendeley.com,0.0
647o33baidu.s.3jdh.com,0.0
ujii.sync.oystergardens.club,1.0
daughtersofmotherindia.com,1.0
torfxkskvb.sysu.edu.cn,0.0
2cebc5d0d81cc259646708cba6a5aac2.safeframe.googlesyndication.com,0.0
desirelandscapes.com.au,1.0
globalhunttechnologies.in,1.0
baisoya.com.pk,1.0
5d9b637550878670ef7882ec50dc357e.fp.measure.office.com,0.0
4c10f5f80e6b4d78abe196af8aad8844.fp.measure.office.com,0.0
35-166-175-91-pushcl.np.communication.playstation.net,0.0
mxzex322.xyz,1.0
tceducn.com,1.0
dtccsf.org,1.0
hs.nufe.edu.cn,0.0
9d3f8049478a42b5b4c094256190fd17.fp.measure.office.com,0.0
hotword.kuwo.cn,0.0
chattanpvc.com,1.0
empresape.com,1.0
36d49807164243a48c56ff9b602a3a9f.fp.measure.office.com,0.0
jtafp.cloudid.coffeeonboard.com,1.0
imanifestnow.net,1.0
server.toeicswt.co.kr,1.0
foreverus.in,1.0
195858-ipv4.gr.global.aa-rt.sharepoint.com,0.0
pxhxllym.page.link,1.0
gelsynergysolutions.com,1.0
transledger.io,1.0
mymobiletoolsandtrades.com,1.0
ahpbxmuw.page.link,1.0
2585ec189ee6fc21e56f7913a9f74589.safeframe.googlesyndication.com,0.0
smartsbee.co,1.0
thelocationgold.com,1.0
dadouexport.com,1.0
zj2fdlixfqzxuyu6l3vq-f-b53fc08d7-clientnsv4-s.akamaihd.net,0.0
downloadly.net,0.0
zozovideo.com,0.0
foxfilehost.fun,1.0
almpcest.page.link,1.0
cdn.brandpa.com,0.0
www1486.ff-03.com,0.0
nmkhvonyfttzst.www.tendawifi.com,0.0
hbn42414.beget.tech,1.0
3monkeysthrift.f2f.org,1.0
d310a9hpolx59w.cloudfront.net,0.0
105de05774b14d66a4cc0163b83445d4.fp.measure.office.com,0.0
bonitgames.com,1.0
www.mingyantong.com,0.0
xxd2vifwvbfdzkkjmxhpxtxmsks181654578761.nuid.imrworldwide.com,0.0
gbuarts.com,1.0
poonamcoatings.com,1.0
sodef-sl.com,1.0
server72.dosya.co,1.0
dznnuj.tdum.alibaba.com,0.0
app6wf7nmsr4708.h5.xiaoeknow.com,0.0
ecvgparr.page.link,1.0
urd183.analysys.cn,0.0
jtunpaah.page.link,1.0
playstation.com,0.0
2a05ef636b3caa39bf10680ffd133909.safeframe.googlesyndication.com,0.0
ee64ea6ed9634479b258529719ba5783.fp.measure.office.com,0.0
media.newyorker.com,0.0
takayuki-office.inotaka.com,1.0
statics.ys7.com,0.0
forest-china-1415829784.cn-northwest-1.elb.amazonaws.com.cn,0.0
imgs.dlads.cn,0.0
benjamin-simmonds.gallerycdn.azure.cn,0.0
973694016.docs.qq.com,0.0
c-0.19-240f2081.f240000.1838.1c44.410a.400.9d.wmtg38umibvswra5g6gfw3s6ft.avqs.mcafee.com,0.0
d1tha5yds2obwc.cloudfront.net,0.0
vicantres.com,1.0
lwbypaagwohccq.sysu.edu.cn,0.0
syedahmad.me,1.0
mochilaeasas.com,1.0
3c10a432f59248839c941587b9b3f3f5.safeframe.googlesyndication.com,0.0
ea9a96b6526f0c9480e15a34bd619953.safeframe.googlesyndication.com,0.0
wiki.acervolima.com,0.0
68.95.153.160.sbl.spamhaus.org,0.0
wt1-cloud-acs.lol.qq.com,0.0
federalenterprisebd.com,1.0
zj2fdlixfqzxuyu6t3ca-f-d500a1991-clientnsv4-s.akamaihd.net,0.0
p4-gjxh7w47l37ps-a2cobs3jaijnrakc-if-v6exp3-v4.metric.gstatic.com,0.0
tw.torrentkitty.app,0.0
clearplate-server-buff-test.oss-cn-beijing.aliyuncs.com,0.0
wubshetbekele.com,1.0
railway.net.tw,1.0
hm.k618.cn,0.0
starpointedu.com,1.0
grovv.ru,1.0
www.blphoto.net,0.0
aqbira.tdum.alibaba.com,0.0
d7db1b5784f74b0c8f93f1831496025b.fp.measure.office.com,0.0
w4dasvcapstwayu6g2ya-pgih0k-08989645e-clientnsv4-s.akamaihd.net,0.0
arcconstructora.cl,1.0
yuzhi54207.lofter.com,0.0
olxdeal.com,1.0
092b3c8f152f42ceb9499a346fa39914.fp.measure.office.com,0.0
76aae2.sharpcelullares.quest,1.0
adl-vv.mrface.com,1.0
grupotrespro.com,1.0
aceitunasevillana.com,1.0
bibasgautam.com.np,1.0
cace.zju.edu.cn,0.0
f96081f15c287d33801b66f1dfc86db5.safeframe.googlesyndication.com,0.0
static5.cdn.yestone.com,0.0
qqpzlhme.page.link,1.0
w4dasvaxfdy4syu643ta-f-e45d831c2-clientnsv4-s.akamaihd.net,0.0
knkfcmnq.page.link,1.0
nt.e23.cn,0.0
drmurtazashomoeopathy.in,1.0
p41-fmfmobile.icloud.com,0.0
test.nie.163.com,0.0
yvxoyouscqn.sysu.edu.cn,0.0
gpepzlra.page.link,1.0
c7c972611e5e461ea214e192e1b7f908.fp.measure.office.com,0.0
rasadnik-vocne-sadnice.rs,1.0
1bb85ba9876c4717a83c2d3f836860c4.fp.measure.office.com,0.0
adfq-a.vizvaz.com,1.0
ydhzsxktkwco.sysu.edu.cn,0.0
remdiswap.com,1.0
www.sec.or.th,0.0
fp.sysu.edu.cn,0.0
wooplr.sysu.edu.cn,0.0
signin.ebay.com,0.0
www.fj.msa.gov.cn,0.0
gnzybxok.page.link,1.0
digitalconsultants.com.pk,1.0
dwaorg.grundigtelevisao.sa.com,1.0
centurionperu.com.pe,1.0
www.tt1069.com,0.0
mts-natrevearthenviron.nature.com,0.0
www.nx.news.cn,0.0
rebuild.mk,1.0
71d227ae459442a5b12cd586fdb0dd4a.fp.measure.office.com,0.0
pkwgooqot.sysu.edu.cn,0.0
sah.vizvaz.com,1.0
legaltransportes.cl,1.0
zj2fdlixfqz3eyu6pdna-f-1b435b61c-clientnsv4-s.akamaihd.net,0.0
free.360totalsecurity.com,1.0
faculty.dlut.edu.cn,0.0
primptania.fr,1.0
bafybeifntdamo3k6f2oijpgxka65c7tjd5wcyw3zehgiqpdwxv55nnlfoe.ipfs.infura-ipfs.io,0.0
fingerimpression.in,1.0
atechairsystems.ca,1.0
lamoeaag.page.link,1.0
tklcailx.page.link,1.0
getamericanclasshelp.com,1.0
WW10KRBUS01DSKO.bureauveritas.com,0.0
cfb.faqserv.com,1.0
qbypcupk.page.link,1.0
ponizinny.nl,1.0
nstqb.org,1.0
ashishinfracon.com,1.0
emsqxygufqbxbd.www.tendawifi.com,0.0
glumotrustfinance.io,1.0
cid.org.ng,1.0
mail.alphaassessoriato.com.br,1.0
colombianbarbers.com,1.0
emelsabanpsychotherapy.co.uk,1.0
orderedami.com,1.0
penzion-bawaria.cz,1.0
citycentredubai.com,1.0
maxfieldwalker.gallerycdn.vsassets.io,0.0
asdz.faqserv.com,1.0
columbine.ir,1.0
www.ck180.net,0.0
rubiomoveis.com.br,1.0
pecatonicabeer.com,1.0
notify.aescripts.com,0.0
viptowerspanama.com,1.0
sa-de.vizvaz.com,1.0
portal.lpp.org.pk,1.0
bwc.zuel.edu.cn,0.0
w4dasvfygntjwyu6isuq-f-56f63f0a6-clientnsv4-s.akamaihd.net,0.0
share.zight.com,1.0
dba6a2f29c03864de4558fed5ecca382.safeframe.googlesyndication.com,0.0
olhnzghw.page.link,1.0
zentrem39.xyz,1.0
adl-vq.vizvaz.com,1.0
bacspceb.page.link,1.0
nexusfm.uk,1.0
passport-global.reg.ntes53.netease.com,0.0
reuqoynw.page.link,1.0
boegqqwml.sysu.edu.cn,0.0
serchmonkeyboss.com,1.0
27.184.248.162.sbl.spamhaus.org,0.0
bigwigbiography.com,1.0
sig.hbzb666.com,0.0
cbstailgatefan.files.wordpress.com,0.0
eds.faqserv.com,1.0
cb-invoice-logos-prod.s3.us-east-1.amazonaws.com,0.0
hrsxplfoej.sysu.edu.cn,0.0
biz.esnai.com,0.0
fenbi-android.cn-beijing.log.aliyuncs.com,0.0
35-164-215-98-pushcl.np.communication.playstation.net,0.0
w4dasvaxfdy2syu67dnq-f-8e1b9d398-clientnsv4-s.akamaihd.net,0.0
balustradeinox.info,1.0
eljennsolutions.com,1.0
cn-jlcc-cu-03-06.bilivideo.com,0.0
browserbookmark.taobao.com,0.0
chaucatotoursperu.com,1.0
tstore.tn,1.0
cdn.findamasters.com,0.0
bodrumprofesyonel.com,1.0
adventuristacorner.files.wordpress.com,0.0
120-236-174-177_s-23-48-201-42_ts-1654615144-clienttons-s.akamaihd.net,0.0
purimaju.com,1.0
kb-render.cn-shanghai.log.aliyuncs.com,0.0
dcut.top,1.0
weohnspclnml.sysu.edu.cn,0.0
ecofloorcorp.com,1.0
c7c4c00354ac40db9533dbbdd2425c26.fp.measure.office.com,0.0
data.gingersoftware.com,0.0
iskillsjr.com,1.0
ikazuqgxn.sysu.edu.cn,0.0
vptriathlon.com,1.0
72k6ns9av5d2c74ka2skssr6wg6z4w64hvghlo2af423484c6c2c8180sac.d.aa.online-metrix.net,0.0
smartpencentral.ca,1.0
apktotis.page.link,1.0
6244c57a66cb4b3e90d0b071ee22ed2a.fp.measure.office.com,0.0
bionicengineering.pk,1.0
only-693076-223-104-68-40.nstool.netease.com,0.0
genena.me,1.0
acf5b63b0de374a7744a7269c12b94129.profile.nrt51-c3.cloudfront.net,0.0
ugzamdat.page.link,1.0
2b5a527b3f624ae789001e0417eb1af2.fp.measure.office.com,0.0
ce959eebdda9fd5ef4acc9659c54fd9e.safeframe.googlesyndication.com,0.0
abtwgwfblzsp.sysu.edu.cn,0.0
w4dasvaxfdy2syu7eyta-f-e6581696b-clientnsv4-s.akamaihd.net,0.0
f581b9b3b64341a5ae3f8ef6a5bc8fc5.fp.measure.office.com,0.0
crevinut.com,1.0
redlineevents.co.uk,1.0
focusystems.com,1.0
qos.189.cn,0.0
hnl.com.pk,1.0
ipf.sustech.edu.cn,0.0
m.xitongtiandi.net,0.0
almonanhijama.com,1.0
techwizz.co.za,1.0
powermustangclub.cl,1.0
andiraya.com,1.0
ad8ef8797be4470898d492a162fc6d39.fp.measure.office.com,0.0
c-0.19-a7000489.2.16a8.c13.3ea5.210.0.1k1uzbgmwwhm4u33ra8ln965z5.avts.mcafee.com,0.0
jardintreehouse.cl,1.0
www.74j.net,0.0
muzzumilruheel.com,1.0
bnlrixvp.page.link,1.0
yi6hs.tdum.alibaba.com,0.0
f4ead801dea34360b5529839e3a4afde.fp.measure.office.com,0.0
92a553c54f49843d762773803858143d.safeframe.googlesyndication.com,0.0
kgauwmulceexso.sysu.edu.cn,0.0
prod-frs.content.classy.org,0.0
nebraskamoharrisburg.customizemyname.com,1.0
vmhealthassist.com,1.0
urlebird.com,0.0
screenshotscontent-d4002.xboxlive.com,0.0
www.lookae.com,0.0
w4dasxqxggboqyu7hxgq-f-e8fd89206-clientnsv4-s.akamaihd.net,0.0
exilum.com,1.0
e6786c9c1ae441c491174d3df6ea53e8.fp.measure.office.com,0.0
b141.photo.store.qq.com,0.0
ceoadvisory.my,1.0
c414dd3af1e84f8b9131a80ac5dc9e56.fp.measure.office.com,0.0
exnenizb.page.link,1.0
f0d39da4df46f6656d422597be76b017.safeframe.googlesyndication.com,0.0
zhlr.2023.ebeenj.com,1.0
d1yprpojhqvser.cloudfront.net,0.0
h171741.srv22.test-hf.su,1.0
9fb0f14e-kong-kongproxy-066b-2032067591.us-east-1.elb.amazonaws.com,0.0
1004d4883d3a439485ebada67c42152f.fp.measure.office.com,0.0
unicomg.com,1.0
hzxarvah.page.link,1.0
torkleader.com,1.0
gons11fc.top,1.0
file.garden,1.0
prkbhuru.page.link,1.0
ditto-ershou.ke.com,0.0
hfc17-s3store-bucket-223.s3.nie.netease.com,0.0
bplp-aintemouchent.dz,1.0
vlpzcrzs.page.link,1.0
h-p.mall.cnki.net.fafu.vpn358.com,0.0
55757e26f09c5561032e40b73508ad04.safeframe.googlesyndication.com,0.0
atm-fp-vnext.office.com,0.0
tyresonlinestore.com,1.0
188.226.107.39.sbl.spamhaus.org,0.0
sonic302-19.consmr.mail.sg3.yahoo.com,0.0
qrpay.co.id,1.0
cn-hk-eq-bcache-02.bilivideo.com,0.0
yacht-rentalm.com,1.0
ljkuvafieq.sysu.edu.cn,0.0
mkdsbhrj.page.link,1.0
littlecoveresort.com,1.0
72k6ns9anin4hbvv7ywfax5vjumbjqigr7fhpbocd1b0f025c1f543a0sac.d.aa.online-metrix.net,0.0
ufe-section-indonesie.org,1.0
w4dasvaxeqh5qyu7kfbq-f-e7b415e2e-clientnsv4-s.akamaihd.net,0.0
g.task.weibo.com,0.0
ssjfoundation.com,1.0
catinadingradina.ro,1.0
piqiytk.sysu.edu.cn,0.0
adls.dns05.com,1.0
i-38.b-46248.ut.bench.utorrent.com,0.0
vzx.result.garrettcountygranfondo.org,1.0
sxdofcom.shaanxi.gov.cn,0.0
tch983221.tch.quora.com,0.0
rrclassic.in,1.0
tijxpfpm.page.link,1.0
rowtyiwg.page.link,1.0
file.icve.com.cn,0.0
indmed.in,1.0
log.getadblock.com,0.0
svoy.pro,1.0
7adea1fc7a9c5594bb16cb40273384f84cab9ce1e62664b3.dlied1.cdntips.net,0.0
1c99030db098b0056afad94402459207.safeframe.googlesyndication.com,0.0
demirsan.com,1.0
9275a673e2154d2ab34b1dd640fede86.fp.measure.office.com,0.0
tsfzptkc.page.link,1.0
badlanderssc.fp.ps.easebar.com,0.0
colegiucriminologie.md,1.0
we7-oss.oss-cn-hangzhou.aliyuncs.com,0.0
ae8a158ed4564d42a180238cd956486d.fp.measure.office.com,0.0
auth.changyou.com,0.0
www.ppshu8.com,0.0
sigma.baidu.com,0.0
c-0.19-24094041.90083.1838.1c44.410a.400.9d.86db5td47jn84zujun8szhdb9j.avqs.mcafee.com,0.0
geiselmed.dartmouth.edu,0.0
autodiscover.sysu.edu.cn,0.0
www.fossil.com,0.0
webrtc2-ap-web-1.agora.io,0.0
monitorperkaraktp.id,1.0
10559438.fls.doubleclick.net,0.0
thre03bb.top,1.0
abeseguros.com,1.0
w4dasvax2cgiayu6vffq-f-f7f531357-clientnsv4-s.akamaihd.net,0.0
moucecore.org,1.0
restaurangfolkparken.se,1.0
hxtqvudd.page.link,1.0
118ad2d999e540b8ba801c3ae256a6b8.fp.measure.office.com,0.0
1.0.0.0.sbl.spamhaus.org,0.0
thekeyboard.co.in,1.0
daewooservicecentreauthorized.com,1.0
tyj.gansu.gov.cn,0.0
support.dji.com,0.0
chengdu.customs.gov.cn,0.0
72k6ns9ackhr4cbvsfgdwspdicgh5kujencshal33c7ff3ae59c6d798sac.d.aa.online-metrix.net,0.0
timondoo.com,1.0
26qewsdz.oss-accelerate.aliyuncs.com,1.0
iili.io,1.0
jyxy.tynu.edu.cn,0.0
ozzminu.sysu.edu.cn,0.0
flgaqnjp.page.link,1.0
weverseshop.io,0.0
74.bus.sysu.edu.cn,0.0
futurefibered.com,1.0
6d7b81a1812248f9b2406d7d3df6cb13.fp.measure.office.com,0.0
rsc.dns05.com,1.0
ambalaje-cerasela.ro,1.0
d7430721548835670781-t6998375984608103165.id.amgdgt.com,0.0
movieshouse.in,1.0
www.sky-mobile.eu,1.0
usfraudreport.com,1.0
mittmexico.com,1.0
s-wanfangdata-com-cn-s.webvpn.sysu.edu.cn,0.0
dsg.dns05.com,1.0
dgmda.org,1.0
en.wikivoyage.ahau.cf,0.0
adlriran.com,1.0
31014a245eef4bcf953a9e32df786a7e.fp.measure.office.com,0.0
6d60cc16dd16435cbefd8c308d45e1db.fp.measure.office.com,0.0
ufshop.mx,1.0
ncljktpp.page.link,1.0
domusnostra-studio.ro,1.0
profit.3stepsprofit.com,1.0
aef3484fe976458d9cf67697b400408c.fp.measure.office.com,0.0
tienda.hst.com.ec,1.0
adl-mf.mrface.com,1.0
b9gt7r.tdum.alibaba.com,0.0
70e2015464c34704a204d73b915010c9.fp.measure.office.com,0.0
ohxibveb.ucl.ac.uk,0.0
gtu-c01.m.alicdn.com,0.0
53b3c52fb6de4755bf23e0403f3918dd.fp.measure.office.com,0.0
assets.coursehero.com,0.0
vivekwp.com,1.0
